ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,Year
13091299,JH13091299,05/13/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,14,42,8,06,2026
13091300,JH13091300,05/13/2026 12:00:00 AM,100X N STATE ST,0820,ROBBERY,$500 AND UNDER,STREET,false,false,1224,5,42,8,06,2026
13091301,JH13091301,05/13/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,22,42,8,06,2026
13091302,JH13091302,05/13/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,true,1224,10,42,8,06,2026
13091303,JH13091303,05/13/2026 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,false,true,1224,4,42,8,06,2026
13091304,JH13091304,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,17,42,8,06,2026
13091305,JH13091305,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BURGLARY,$500 AND UNDER,STREET,true,false,1224,3,42,8,06,2026
13091306,JH13091306,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,true,1224,18,42,8,06,2026
13091307,JH13091307,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,true,1224,10,42,8,06,2026
13091308,JH13091308,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,11,42,8,06,2026
13091309,JH13091309,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,10,42,8,06,2026
13091310,JH13091310,05/13/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,true,1224,4,42,8,06,2026
13091311,JH13091311,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,true,1224,24,42,8,06,2026
13091312,JH13091312,05/13/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,true,1224,14,42,8,06,2026
13091313,JH13091313,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,8,42,8,06,2026
13091314,JH13091314,05/13/2026 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,false,true,1224,20,42,8,06,2026
13091315,JH13091315,05/13/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,true,false,1224,12,42,8,06,2026
13091316,JH13091316,05/13/2026 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,false,false,1224,24,42,8,06,2026
13091317,JH13091317,05/13/2026 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,true,1224,3,42,8,06,2026
13091318,JH13091318,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,true,false,1224,6,42,8,06,2026
13091319,JH13091319,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,24,42,8,06,2026
13091320,JH13091320,05/13/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,4,42,8,06,2026
13091321,JH13091321,05/13/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,22,42,8,06,2026
13091322,JH13091322,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,true,1224,24,42,8,06,2026
13091323,JH13091323,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,11,42,8,06,2026
13091324,JH13091324,05/13/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,4,42,8,06,2026
13091325,JH13091325,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BURGLARY,$500 AND UNDER,STREET,false,false,1224,25,42,8,06,2026
13091326,JH13091326,05/13/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,9,42,8,06,2026
13091327,JH13091327,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,4,42,8,06,2026
13091328,JH13091328,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,11,42,8,06,2026
13091329,JH13091329,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,25,42,8,06,2026
13091330,JH13091330,05/13/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,2,42,8,06,2026
13091331,JH13091331,05/13/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,true,true,1224,22,42,8,06,2026
13091332,JH13091332,05/13/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,24,42,8,06,2026
13091333,JH13091333,05/13/2026 12:00:00 AM,100X N STATE ST,0820,ROBBERY,$500 AND UNDER,STREET,false,false,1224,16,42,8,06,2026
13091334,JH13091334,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BURGLARY,$500 AND UNDER,STREET,false,false,1224,11,42,8,06,2026
13091335,JH13091335,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,17,42,8,06,2026
13091336,JH13091336,05/13/2026 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,false,1224,17,42,8,06,2026
13091337,JH13091337,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,8,42,8,06,2026
13091338,JH13091338,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,7,42,8,06,2026
13091339,JH13091339,05/13/2026 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,true,false,1224,1,42,8,06,2026
13091340,JH13091340,05/13/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,17,42,8,06,2026
13091341,JH13091341,05/13/2026 12:00:00 AM,100X N STATE ST,0820,ROBBERY,$500 AND UNDER,STREET,false,false,1224,15,42,8,06,2026
13091342,JH13091342,05/13/2026 12:00:00 AM,100X N STATE ST,0820,ROBBERY,$500 AND UNDER,STREET,false,false,1224,6,42,8,06,2026
13091343,JH13091343,05/13/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,20,42,8,06,2026
13091344,JH13091344,05/13/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,7,42,8,06,2026
13091345,JH13091345,05/13/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,3,42,8,06,2026
13091346,JH13091346,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,1,42,8,06,2026
13091347,JH13091347,05/13/2026 12:00:00 AM,100X N STATE ST,0820,ROBBERY,$500 AND UNDER,STREET,true,false,1224,15,42,8,06,2026
13091348,JH13091348,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,25,42,8,06,2026
13091349,JH13091349,05/13/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,19,42,8,06,2026
13091350,JH13091350,05/13/2026 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,false,true,1224,1,42,8,06,2026
13091351,JH13091351,05/13/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,true,false,1224,19,42,8,06,2026
13091352,JH13091352,05/13/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,true,1224,20,42,8,06,2026
13091353,JH13091353,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,8,42,8,06,2026
13091354,JH13091354,05/13/2026 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,false,1224,9,42,8,06,2026
13091355,JH13091355,05/13/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,true,false,1224,8,42,8,06,2026
13091356,JH13091356,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,true,1224,20,42,8,06,2026
13091357,JH13091357,05/13/2026 12:00:00 AM,100X N STATE ST,0820,NARCOTICS,$500 AND UNDER,STREET,false,true,1224,8,42,8,06,2026
13091358,JH13091358,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,24,42,8,06,2026
13091359,JH13091359,05/13/2026 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,false,false,1224,9,42,8,06,2026
13091360,JH13091360,05/13/2026 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,false,false,1224,25,42,8,06,2026
13091361,JH13091361,05/13/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,7,42,8,06,2026
13091362,JH13091362,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,18,42,8,06,2026
13091363,JH13091363,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,true,1224,24,42,8,06,2026
13091364,JH13091364,05/13/2026 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,false,1224,25,42,8,06,2026
13091365,JH13091365,05/13/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,3,42,8,06,2026
13091366,JH13091366,05/13/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,20,42,8,06,2026
13091367,JH13091367,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,25,42,8,06,2026
13091368,JH13091368,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,2,42,8,06,2026
13091369,JH13091369,05/13/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,true,true,1224,10,42,8,06,2026
13091370,JH13091370,05/13/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,15,42,8,06,2026
13091371,JH13091371,05/13/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,8,42,8,06,2026
13091372,JH13091372,05/13/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,true,false,1224,20,42,8,06,2026
13091373,JH13091373,05/13/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,18,42,8,06,2026
13091374,JH13091374,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,12,42,8,06,2026
13091375,JH13091375,05/13/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,true,false,1224,6,42,8,06,2026
13091376,JH13091376,05/13/2026 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,true,1224,11,42,8,06,2026
13091377,JH13091377,05/13/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,true,1224,16,42,8,06,2026
13091378,JH13091378,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,10,42,8,06,2026
13091379,JH13091379,05/13/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,true,false,1224,2,42,8,06,2026
13091380,JH13091380,05/13/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,19,42,8,06,2026
13091381,JH13091381,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,4,42,8,06,2026
13091382,JH13091382,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,15,42,8,06,2026
13091383,JH13091383,05/13/2026 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,false,1224,6,42,8,06,2026
13091384,JH13091384,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,8,42,8,06,2026
13091385,JH13091385,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,20,42,8,06,2026
13091386,JH13091386,05/13/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,12,42,8,06,2026
13091387,JH13091387,05/13/2026 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,false,1224,11,42,8,06,2026
13091388,JH13091388,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,8,42,8,06,2026
13091389,JH13091389,05/13/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,22,42,8,06,2026
13091390,JH13091390,05/13/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,25,42,8,06,2026
13091391,JH13091391,05/13/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,16,42,8,06,2026
13091392,JH13091392,05/13/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,3,42,8,06,2026
13091393,JH13091393,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,1,42,8,06,2026
13091394,JH13091394,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,18,42,8,06,2026
13091395,JH13091395,05/13/2026 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,true,false,1224,15,42,8,06,2026
13091396,JH13091396,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,true,1224,1,42,8,06,2026
13091397,JH13091397,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,9,42,8,06,2026
13091398,JH13091398,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BURGLARY,$500 AND UNDER,STREET,false,false,1224,8,42,8,06,2026
13091399,JH13091399,05/13/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,17,42,8,06,2026
13091400,JH13091400,05/13/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,5,42,8,06,2026
13091401,JH13091401,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,true,1224,22,42,8,06,2026
13091402,JH13091402,05/13/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,25,42,8,06,2026
13091403,JH13091403,05/13/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,20,42,8,06,2026
13091404,JH13091404,05/13/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,11,42,8,06,2026
13091405,JH13091405,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,1,42,8,06,2026
13091406,JH13091406,05/13/2026 12:00:00 AM,100X N STATE ST,0820,NARCOTICS,$500 AND UNDER,STREET,false,false,1224,5,42,8,06,2026
13091407,JH13091407,05/13/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,true,false,1224,8,42,8,06,2026
13091408,JH13091408,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,17,42,8,06,2026
13091409,JH13091409,05/13/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,20,42,8,06,2026
13091410,JH13091410,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,16,42,8,06,2026
13091411,JH13091411,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,true,false,1224,8,42,8,06,2026
13091412,JH13091412,05/13/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,18,42,8,06,2026
13091413,JH13091413,05/13/2026 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,false,1224,20,42,8,06,2026
13091414,JH13091414,05/13/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,true,1224,19,42,8,06,2026
13091415,JH13091415,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,22,42,8,06,2026
13091416,JH13091416,05/13/2026 12:00:00 AM,100X N STATE ST,0820,NARCOTICS,$500 AND UNDER,STREET,false,false,1224,1,42,8,06,2026
13091417,JH13091417,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BURGLARY,$500 AND UNDER,STREET,false,false,1224,1,42,8,06,2026
13091418,JH13091418,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,7,42,8,06,2026
13091419,JH13091419,05/13/2026 12:00:00 AM,100X N STATE ST,0820,ROBBERY,$500 AND UNDER,STREET,false,false,1224,24,42,8,06,2026
13091420,JH13091420,05/13/2026 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,false,false,1224,5,42,8,06,2026
13091421,JH13091421,05/13/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,24,42,8,06,2026
13091422,JH13091422,05/13/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,7,42,8,06,2026
13091423,JH13091423,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,20,42,8,06,2026
13091424,JH13091424,05/13/2026 12:00:00 AM,100X N STATE ST,0820,ROBBERY,$500 AND UNDER,STREET,false,false,1224,3,42,8,06,2026
13091425,JH13091425,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,true,false,1224,8,42,8,06,2026
13091426,JH13091426,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,true,1224,6,42,8,06,2026
13091427,JH13091427,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,true,false,1224,1,42,8,06,2026
13091428,JH13091428,05/13/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,true,true,1224,24,42,8,06,2026
13091429,JH13091429,05/13/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,true,true,1224,17,42,8,06,2026
13091430,JH13091430,05/13/2026 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,false,false,1224,10,42,8,06,2026
13091431,JH13091431,05/13/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,true,1224,24,42,8,06,2026
13091432,JH13091432,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BURGLARY,$500 AND UNDER,STREET,false,false,1224,16,42,8,06,2026
13091433,JH13091433,05/13/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,true,1224,9,42,8,06,2026
13091434,JH13091434,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BURGLARY,$500 AND UNDER,STREET,false,false,1224,14,42,8,06,2026
13091435,JH13091435,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,20,42,8,06,2026
13091436,JH13091436,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,true,1224,4,42,8,06,2026
13091437,JH13091437,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,true,false,1224,6,42,8,06,2026
13091438,JH13091438,05/13/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,10,42,8,06,2026
13091439,JH13091439,05/13/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,8,42,8,06,2026
13091440,JH13091440,05/13/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,19,42,8,06,2026
13091441,JH13091441,05/13/2026 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,true,1224,17,42,8,06,2026
13091442,JH13091442,05/13/2026 12:00:00 AM,100X N STATE ST,0820,ROBBERY,$500 AND UNDER,STREET,false,false,1224,10,42,8,06,2026
13091443,JH13091443,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,6,42,8,06,2026
13091444,JH13091444,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,9,42,8,06,2026
13091445,JH13091445,05/13/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,24,42,8,06,2026
13091446,JH13091446,05/13/2026 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,false,false,1224,16,42,8,06,2026
13091447,JH13091447,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,2,42,8,06,2026
13091448,JH13091448,05/13/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,20,42,8,06,2026
13091449,JH13091449,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,true,false,1224,3,42,8,06,2026
13091450,JH13091450,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,true,1224,19,42,8,06,2026
13091451,JH13091451,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,25,42,8,06,2026
13091452,JH13091452,05/13/2026 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,false,1224,24,42,8,06,2026
13091453,JH13091453,05/13/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,18,42,8,06,2026
13091454,JH13091454,05/13/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,5,42,8,06,2026
13091455,JH13091455,05/13/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,22,42,8,06,2026
13091456,JH13091456,05/13/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,true,1224,20,42,8,06,2026
13091457,JH13091457,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,true,false,1224,22,42,8,06,2026
13091458,JH13091458,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,3,42,8,06,2026
13091459,JH13091459,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,20,42,8,06,2026
13091460,JH13091460,05/13/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,7,42,8,06,2026
13091461,JH13091461,05/13/2026 12:00:00 AM,100X N STATE ST,0820,NARCOTICS,$500 AND UNDER,STREET,true,false,1224,24,42,8,06,2026
13091462,JH13091462,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,12,42,8,06,2026
13091463,JH13091463,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,5,42,8,06,2026
13091464,JH13091464,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,true,false,1224,9,42,8,06,2026
13091465,JH13091465,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,9,42,8,06,2026
13091466,JH13091466,05/13/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,8,42,8,06,2026
13091467,JH13091467,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,true,false,1224,5,42,8,06,2026
13091468,JH13091468,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BURGLARY,$500 AND UNDER,STREET,false,false,1224,6,42,8,06,2026
13091469,JH13091469,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,true,false,1224,8,42,8,06,2026
13091470,JH13091470,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,9,42,8,06,2026
